date,customer_code,policy_id,sales_mode,final_premium_amt(INR)
13-11-2022,SUNLUM,POL3309HEL,Offline-Direct,13080
13-11-2022,SUN9EJ1,POL3309HEL,Offline-Agent,16680
13-11-2022,SUN8C27,POL3309HEL,Offline-Agent,12960
13-11-2022,SUNVRD,POL3309HEL,Offline-Agent,17280
13-11-2022,SUNKQR,POL3309HEL,Offline-Agent,13560
13-11-2022,SUNOZR3,POL3309HEL,Offline-Agent,14280
13-11-2022,SUN3RGD,POL3309HEL,Online-App,15360
13-11-2022,SUN8IU,POL3309HEL,Offline-Agent,12600
13-11-2022,SUNTO91,POL3309HEL,Online-App,12720
13-11-2022,SUNAA6Q,POL3309HEL,Offline-Agent,13680
13-11-2022,SUN80R,POL3309HEL,Online-App,16560
13-11-2022,SUNKO0D,POL3309HEL,Offline-Direct,15720
13-11-2022,SUNIXF4,POL3309HEL,Online-App,12000
13-11-2022,SUN3XM,POL3309HEL,Offline-Agent,12480
13-11-2022,SUNBSI,POL3309HEL,Online-Website,14400
13-11-2022,SUNR2B,POL3309HEL,Online-Website,14880
13-11-2022,SUNSL2,POL3309HEL,Offline-Agent,16920
13-11-2022,SUN8ZF,POL3309HEL,Offline-Agent,16200
13-11-2022,SUNLPPM,POL3309HEL,Offline-Agent,12000
13-11-2022,SUNDAP,POL3309HEL,Online-App,15840
13-11-2022,SUN8TRK,POL3309HEL,Offline-Agent,14520
13-11-2022,SUN2CWY,POL3309HEL,Offline-Agent,14040
13-11-2022,SUNLMG,POL3309HEL,Offline-Direct,12000
13-11-2022,SUNK5M,POL3309HEL,Offline-Direct,15000
13-11-2022,SUNMW70,POL3309HEL,Offline-Agent,13440
13-11-2022,SUNOZ2,POL3309HEL,Offline-Direct,15840
13-11-2022,SUNPH3,POL3309HEL,Offline-Direct,13320
13-11-2022,SUNAFA,POL3309HEL,Offline-Direct,12000
13-11-2022,SUNFATW,POL3309HEL,Offline-Agent,12600
13-11-2022,SUNXNMZ,POL3309HEL,Offline-Agent,12480
14-11-2022,SUN36AG,POL3309HEL,Offline-Agent,16800
14-11-2022,SUNNHX,POL3309HEL,Offline-Agent,13920
14-11-2022,SUNTLZR,POL3309HEL,Offline-Agent,13200
14-11-2022,SUNJY5,POL3309HEL,Offline-Agent,12720
14-11-2022,SUNB62S,POL3309HEL,Offline-Agent,13800
14-11-2022,SUN8OLY,POL3309HEL,Offline-Agent,13440
14-11-2022,SUNN2E6,POL3309HEL,Offline-Direct,12480
14-11-2022,SUN553,POL3309HEL,Offline-Agent,16560
14-11-2022,SUN2PB5,POL3309HEL,Offline-Agent,12000
14-11-2022,SUN2Q,POL3309HEL,Offline-Agent,17040
15-11-2022,SUNTJQ,POL3309HEL,Offline-Agent,12000
15-11-2022,SUNV5C,POL3309HEL,Offline-Agent,14400
15-11-2022,SUNPKU,POL3309HEL,Offline-Direct,13800
15-11-2022,SUNQ2R,POL3309HEL,Offline-Direct,15600
15-11-2022,SUN4NYR,POL3309HEL,Offline-Agent,13560
15-11-2022,SUNFOZX,POL3309HEL,Offline-Agent,16680
15-11-2022,SUN8NOU,POL3309HEL,Offline-Agent,12480
15-11-2022,SUNEX3,POL3309HEL,Offline-Agent,15600
16-11-2022,SUN869V,POL3309HEL,Offline-Agent,17280
16-11-2022,SUNX9MX,POL3309HEL,Offline-Agent,12600
16-11-2022,SUNFVJ6,POL3309HEL,Offline-Agent,14280
16-11-2022,SUNAQ9M,POL3309HEL,Offline-Agent,13320
16-11-2022,SUNJW8M,POL3309HEL,Offline-Agent,15840
16-11-2022,SUNOA,POL3309HEL,Offline-Agent,12600
16-11-2022,SUNXXQS,POL3309HEL,Offline-Agent,17160
16-11-2022,SUN04J,POL3309HEL,Offline-Direct,14880
16-11-2022,SUNQM5,POL3309HEL,Offline-Agent,15480
16-11-2022,SUNKOH,POL3309HEL,Offline-Direct,15840
17-11-2022,SUN56K6,POL3309HEL,Offline-Agent,14280
17-11-2022,SUNZMEJ,POL3309HEL,Online-App,14880
17-11-2022,SUNECBQ,POL3309HEL,Offline-Direct,13680
17-11-2022,SUNDD1O,POL3309HEL,Offline-Agent,16440
17-11-2022,SUNDOE5,POL3309HEL,Offline-Agent,13080
17-11-2022,SUNCXS,POL3309HEL,Offline-Agent,15360
17-11-2022,SUN55U2,POL3309HEL,Offline-Direct,14640
17-11-2022,SUNGVU6,POL3309HEL,Offline-Agent,16200
18-11-2022,SUNB9YI,POL3309HEL,Offline-Direct,12480
18-11-2022,SUN0XGR,POL3309HEL,Offline-Agent,16800
18-11-2022,SUNJ6D,POL3309HEL,Offline-Direct,13200
18-11-2022,SUNWQOR,POL3309HEL,Offline-Agent,14640
18-11-2022,SUN1TJ,POL3309HEL,Offline-Agent,14760
18-11-2022,SUN5TL,POL3309HEL,Offline-Direct,12600
18-11-2022,SUND4T,POL3309HEL,Offline-Agent,13920
18-11-2022,SUN26TM,POL3309HEL,Offline-Direct,14640
18-11-2022,SUNLMX,POL3309HEL,Offline-Agent,15240
19-11-2022,SUNL81U,POL3309HEL,Offline-Agent,14880
19-11-2022,SUN41V,POL3309HEL,Offline-Agent,15840
19-11-2022,SUNO67,POL3309HEL,Offline-Agent,13440
19-11-2022,SUNB268,POL3309HEL,Offline-Agent,14160
19-11-2022,SUNW8X,POL3309HEL,Offline-Direct,16080
19-11-2022,SUN6LD,POL3309HEL,Offline-Agent,14760
19-11-2022,SUNTMC,POL3309HEL,Offline-Agent,12000
19-11-2022,SUNE7,POL3309HEL,Offline-Agent,13560
19-11-2022,SUNXKV,POL3309HEL,Offline-Agent,13800
19-11-2022,SUN8Z5,POL3309HEL,Offline-Agent,13920
19-11-2022,SUN5N9,POL3309HEL,Offline-Agent,12000
19-11-2022,SUN7EGF,POL3309HEL,Offline-Agent,12600
19-11-2022,SUN1EC9,POL3309HEL,Online-Website,12600
19-11-2022,SUN2OI,POL3309HEL,Offline-Agent,13800
19-11-2022,SUNKXBU,POL3309HEL,Offline-Direct,14280
19-11-2022,SUNC1VZ,POL3309HEL,Offline-Agent,13080
19-11-2022,SUNOH,POL3309HEL,Offline-Agent,12000
19-11-2022,SUNHXP7,POL3309HEL,Offline-Direct,12000
19-11-2022,SUN4H20,POL3309HEL,Offline-Agent,12600
19-11-2022,SUN7I27,POL3309HEL,Offline-Agent,14520
19-11-2022,SUNWTW,POL3309HEL,Offline-Direct,16680
19-11-2022,SUNYQ41,POL3309HEL,Offline-Agent,12000
19-11-2022,SUN0DQX,POL3309HEL,Offline-Agent,13440
19-11-2022,SUN1G9,POL3309HEL,Offline-Agent,17280
19-11-2022,SUN2CKF,POL3309HEL,Offline-Agent,12600
19-11-2022,SUNET3,POL3309HEL,Offline-Agent,12600
19-11-2022,SUN2JFA,POL3309HEL,Offline-Direct,18600
19-11-2022,SUNPQT,POL3309HEL,Offline-Agent,18840
19-11-2022,SUNF7X8,POL3309HEL,Offline-Direct,13920
19-11-2022,SUNP2ZK,POL3309HEL,Offline-Direct,14400
19-11-2022,SUN9MUQ,POL3309HEL,Offline-Agent,12480
19-11-2022,SUN0W3,POL3309HEL,Offline-Agent,12480
19-11-2022,SUNQ4U,POL3309HEL,Offline-Agent,16440
20-11-2022,SUNDNW6,POL3309HEL,Offline-Agent,14400
20-11-2022,SUN63,POL3309HEL,Offline-Agent,12600
20-11-2022,SUNRE6,POL3309HEL,Offline-Direct,12480
20-11-2022,SUNML2T,POL3309HEL,Offline-Agent,14400
20-11-2022,SUNGPS,POL3309HEL,Offline-Agent,13200
20-11-2022,SUN86P9,POL3309HEL,Offline-Direct,15360
20-11-2022,SUNPUEK,POL3309HEL,Offline-Agent,13080
20-11-2022,SUNNJS,POL3309HEL,Offline-Agent,13800
20-11-2022,SUNISZS,POL3309HEL,Offline-Agent,15360
20-11-2022,SUNOZ3,POL3309HEL,Offline-Agent,12720
20-11-2022,SUNZ9A,POL3309HEL,Offline-Agent,12600
20-11-2022,SUNMWS,POL3309HEL,Offline-Direct,15600
20-11-2022,SUN09T,POL3309HEL,Offline-Agent,12000
20-11-2022,SUNPPG,POL3309HEL,Offline-Agent,12000
20-11-2022,SUN5JMK,POL3309HEL,Offline-Agent,17160
20-11-2022,SUNUZJE,POL3309HEL,Online-App,14520
20-11-2022,SUNUN2J,POL3309HEL,Online-App,13080
20-11-2022,SUN9GKJ,POL3309HEL,Offline-Agent,14160
20-11-2022,SUN063,POL3309HEL,Offline-Agent,15480
20-11-2022,SUN1L,POL3309HEL,Offline-Agent,14760
20-11-2022,SUNFLW,POL3309HEL,Offline-Agent,15960
20-11-2022,SUNEPF1,POL3309HEL,Offline-Agent,15120
20-11-2022,SUN7G2P,POL3309HEL,Offline-Direct,14520
20-11-2022,SUNO4WF,POL3309HEL,Offline-Agent,14760
20-11-2022,SUNWG8A,POL3309HEL,Offline-Agent,13440
20-11-2022,SUN6HSA,POL3309HEL,Offline-Agent,14400
20-11-2022,SUN6BY,POL3309HEL,Offline-Direct,12000
21-11-2022,SUN1MZ,POL3309HEL,Offline-Agent,12000
21-11-2022,SUNVBJ8,POL3309HEL,Offline-Direct,14160
21-11-2022,SUN2R2,POL3309HEL,Offline-Agent,15600
21-11-2022,SUN3LCN,POL3309HEL,Online-App,12000
21-11-2022,SUNU95V,POL3309HEL,Offline-Direct,19080
21-11-2022,SUN2WQ,POL3309HEL,Offline-Direct,12720
21-11-2022,SUN985O,POL3309HEL,Offline-Agent,15840
21-11-2022,SUNKG6,POL3309HEL,Offline-Agent,13440
21-11-2022,SUNFOKT,POL3309HEL,Offline-Agent,17040
21-11-2022,SUNINM,POL3309HEL,Offline-Agent,14640
21-11-2022,SUNSALM,POL3309HEL,Offline-Agent,16200
22-11-2022,SUNRR2,POL3309HEL,Offline-Direct,12480
22-11-2022,SUNPM7S,POL3309HEL,Offline-Direct,14880
22-11-2022,SUN0BFW,POL3309HEL,Offline-Agent,16440
22-11-2022,SUND68,POL3309HEL,Offline-Agent,17160
22-11-2022,SUNB1IU,POL3309HEL,Offline-Agent,16560
22-11-2022,SUNRK7Z,POL3309HEL,Offline-Agent,12960
22-11-2022,SUNEUC3,POL3309HEL,Offline-Agent,15000
22-11-2022,SUNRJI,POL3309HEL,Offline-Agent,14040
22-11-2022,SUN0PF8,POL3309HEL,Offline-Agent,15480
22-11-2022,SUND3YI,POL3309HEL,Offline-Direct,13320
22-11-2022,SUN9QQ,POL3309HEL,Offline-Direct,15120
22-11-2022,SUNCLD,POL3309HEL,Offline-Agent,15840
22-11-2022,SUNHD,POL3309HEL,Offline-Agent,12600
23-11-2022,SUNHIQ,POL3309HEL,Offline-Agent,16200
23-11-2022,SUNFC6R,POL3309HEL,Offline-Agent,14760
23-11-2022,SUNPDLD,POL3309HEL,Offline-Agent,15360
23-11-2022,SUNW2B,POL3309HEL,Offline-Direct,16800
23-11-2022,SUNLS48,POL3309HEL,Offline-Agent,17280
23-11-2022,SUNFX7,POL3309HEL,Offline-Agent,14880
23-11-2022,SUN7PPM,POL3309HEL,Online-App,12600
24-11-2022,SUNAHG,POL3309HEL,Offline-Agent,12000
24-11-2022,SUNA9D0,POL3309HEL,Offline-Agent,12000
24-11-2022,SUN2K88,POL3309HEL,Offline-Agent,13200
24-11-2022,SUN4U87,POL3309HEL,Offline-Agent,13920
24-11-2022,SUN7DF,POL3309HEL,Offline-Agent,12600
24-11-2022,SUNR8WW,POL3309HEL,Offline-Agent,12000
24-11-2022,SUNJNVE,POL3309HEL,Offline-Agent,18840
24-11-2022,SUN0CS,POL3309HEL,Offline-Agent,13800
24-11-2022,SUNLJHY,POL3309HEL,Offline-Agent,14400
24-11-2022,SUN0Y8N,POL3309HEL,Offline-Agent,13080
24-11-2022,SUNCF7,POL3309HEL,Offline-Agent,18240
24-11-2022,SUNMRR,POL3309HEL,Offline-Agent,14160
24-11-2022,SUNND7V,POL3309HEL,Online-App,12720
24-11-2022,SUNL75W,POL3309HEL,Offline-Agent,12600
24-11-2022,SUNWXZ,POL3309HEL,Offline-Direct,16320
24-11-2022,SUN5JN,POL3309HEL,Offline-Agent,12720
24-11-2022,SUNBGXA,POL3309HEL,Offline-Agent,12480
24-11-2022,SUNJMP3,POL3309HEL,Offline-Direct,12960
25-11-2022,SUNR0,POL3309HEL,Offline-Direct,18840
25-11-2022,SUNP6X4,POL3309HEL,Offline-Agent,12600
25-11-2022,SUN13,POL3309HEL,Offline-Agent,14160
25-11-2022,SUNPNBG,POL3309HEL,Offline-Agent,15840
25-11-2022,SUNEK79,POL3309HEL,Offline-Agent,13560
25-11-2022,SUNM5OM,POL3309HEL,Offline-Agent,14520
25-11-2022,SUN4LZQ,POL3309HEL,Offline-Direct,12720
25-11-2022,SUNG57,POL3309HEL,Offline-Agent,14280
25-11-2022,SUNBN5,POL3309HEL,Offline-Agent,12600
25-11-2022,SUN71Q,POL3309HEL,Offline-Agent,13920
25-11-2022,SUN1ZD,POL3309HEL,Offline-Agent,15000
25-11-2022,SUNA571,POL3309HEL,Online-Website,13080
26-11-2022,SUN542,POL3309HEL,Offline-Direct,15240
26-11-2022,SUNVV2,POL3309HEL,Offline-Direct,13080
26-11-2022,SUNR4X,POL3309HEL,Offline-Agent,13200
26-11-2022,SUNJD0W,POL3309HEL,Offline-Direct,13080
26-11-2022,SUNL677,POL3309HEL,Offline-Direct,16920
26-11-2022,SUNM05,POL3309HEL,Offline-Direct,12720
26-11-2022,SUNJ41S,POL3309HEL,Offline-Direct,15360
26-11-2022,SUNJSHZ,POL3309HEL,Offline-Direct,12480
26-11-2022,SUNCLC,POL3309HEL,Offline-Agent,12000
26-11-2022,SUNC9U4,POL3309HEL,Offline-Agent,12720
26-11-2022,SUNMQT,POL3309HEL,Offline-Agent,15480
26-11-2022,SUNY31,POL3309HEL,Offline-Agent,16800
26-11-2022,SUN9M5,POL3309HEL,Offline-Agent,14160
26-11-2022,SUN8EO,POL3309HEL,Offline-Direct,13440
26-11-2022,SUN9X7,POL3309HEL,Offline-Direct,12720
26-11-2022,SUNFR8,POL3309HEL,Offline-Agent,12600
26-11-2022,SUNEMYF,POL3309HEL,Offline-Direct,15000
26-11-2022,SUN2PT,POL3309HEL,Offline-Agent,14040
26-11-2022,SUNI5V,POL3309HEL,Offline-Direct,15240
26-11-2022,SUN26NJ,POL3309HEL,Offline-Agent,14640
26-11-2022,SUNEVY,POL3309HEL,Offline-Direct,15840
26-11-2022,SUNSXHW,POL3309HEL,Offline-Direct,14640
26-11-2022,SUNI7WQ,POL3309HEL,Offline-Agent,15000
26-11-2022,SUNLGMW,POL3309HEL,Offline-Direct,12600
26-11-2022,SUN7GXK,POL3309HEL,Offline-Agent,13920
26-11-2022,SUN97VF,POL3309HEL,Offline-Direct,15960
26-11-2022,SUNPB,POL3309HEL,Offline-Agent,13080
26-11-2022,SUNZWN,POL3309HEL,Offline-Direct,16920
26-11-2022,SUNUNDJ,POL3309HEL,Offline-Direct,14400
26-11-2022,SUN4Q,POL3309HEL,Offline-Direct,12600
26-11-2022,SUNBQI,POL3309HEL,Offline-Agent,15480
26-11-2022,SUNHDLS,POL3309HEL,Offline-Agent,15240
26-11-2022,SUN11Y,POL3309HEL,Offline-Agent,15600
26-11-2022,SUNXVFS,POL3309HEL,Offline-Agent,15960
26-11-2022,SUNO4S,POL3309HEL,Offline-Direct,16080
26-11-2022,SUNDWG1,POL3309HEL,Offline-Agent,15600
26-11-2022,SUNZJEH,POL3309HEL,Offline-Agent,16440
27-11-2022,SUNKXI,POL3309HEL,Offline-Agent,12000
27-11-2022,SUNURUX,POL3309HEL,Offline-Direct,17040
27-11-2022,SUN4RL,POL3309HEL,Offline-Agent,13560
27-11-2022,SUNGQOP,POL3309HEL,Offline-Agent,14880
27-11-2022,SUNUH5A,POL3309HEL,Offline-Direct,13440
27-11-2022,SUN4AV,POL3309HEL,Online-App,12480
27-11-2022,SUNUG9Q,POL3309HEL,Offline-Agent,12720
27-11-2022,SUN52HP,POL3309HEL,Offline-Agent,17160
27-11-2022,SUNCERT,POL3309HEL,Offline-Direct,12720
27-11-2022,SUNEN0W,POL3309HEL,Online-App,18000
27-11-2022,SUN8LY5,POL3309HEL,Offline-Agent,12600
27-11-2022,SUN9DTP,POL3309HEL,Offline-Agent,14760
27-11-2022,SUN90C,POL3309HEL,Offline-Direct,14520
27-11-2022,SUNY5,POL3309HEL,Offline-Direct,13680
27-11-2022,SUNXF4C,POL3309HEL,Offline-Agent,14640
27-11-2022,SUN1G5,POL3309HEL,Offline-Agent,12600
27-11-2022,SUN1YE,POL3309HEL,Offline-Direct,13800
27-11-2022,SUN5GG,POL3309HEL,Offline-Direct,13920
27-11-2022,SUN88B0,POL3309HEL,Offline-Agent,15960
27-11-2022,SUN0DA,POL3309HEL,Offline-Agent,15720
27-11-2022,SUN9GXA,POL3309HEL,Online-App,13560
27-11-2022,SUNKVO,POL3309HEL,Offline-Agent,15600
27-11-2022,SUNJC9,POL3309HEL,Offline-Agent,12000
27-11-2022,SUNF6X,POL3309HEL,Online-App,13920
27-11-2022,SUNUFJ,POL3309HEL,Offline-Direct,12600
27-11-2022,SUNFRD,POL3309HEL,Offline-Agent,16200
27-11-2022,SUNEI3W,POL3309HEL,Offline-Agent,16320
27-11-2022,SUNQV,POL3309HEL,Offline-Agent,14280
27-11-2022,SUN4WY8,POL3309HEL,Offline-Agent,14280
27-11-2022,SUN9S2R,POL3309HEL,Offline-Agent,14160
27-11-2022,SUNKN3R,POL3309HEL,Online-App,12000
28-11-2022,SUN5OH,POL3309HEL,Offline-Agent,18360
28-11-2022,SUN2YTK,POL3309HEL,Offline-Agent,16800
28-11-2022,SUN7Y0,POL3309HEL,Offline-Direct,13800
28-11-2022,SUN8UY0,POL3309HEL,Offline-Agent,15600
28-11-2022,SUNYGNA,POL3309HEL,Offline-Agent,16320
28-11-2022,SUNMN79,POL3309HEL,Offline-Agent,12600
28-11-2022,SUNN2WY,POL3309HEL,Offline-Agent,12600
28-11-2022,SUNHCQ,POL3309HEL,Offline-Agent,14280
28-11-2022,SUNBKB,POL3309HEL,Offline-Agent,12000
28-11-2022,SUNL5O9,POL3309HEL,Offline-Direct,12600
28-11-2022,SUNLZI7,POL3309HEL,Offline-Direct,12000
29-11-2022,SUNQ2YC,POL3309HEL,Offline-Agent,16920
29-11-2022,SUNTWO,POL3309HEL,Offline-Direct,15120
29-11-2022,SUNIQI,POL3309HEL,Offline-Direct,14880
29-11-2022,SUN243Q,POL3309HEL,Online-App,12000
29-11-2022,SUNINIT,POL3309HEL,Offline-Agent,14400
29-11-2022,SUN313I,POL3309HEL,Offline-Agent,13080
29-11-2022,SUNH7W,POL3309HEL,Offline-Agent,15360
29-11-2022,SUNJK,POL3309HEL,Offline-Direct,18600
29-11-2022,SUN6GD,POL3309HEL,Offline-Direct,15600
29-11-2022,SUNKAX,POL3309HEL,Offline-Direct,17040
29-11-2022,SUNHXDR,POL3309HEL,Offline-Agent,16080
29-11-2022,SUNQUWU,POL3309HEL,Offline-Agent,17160
29-11-2022,SUN85BQ,POL3309HEL,Offline-Agent,12600
29-11-2022,SUNQK4X,POL3309HEL,Offline-Agent,13320
29-11-2022,SUNE4O,POL3309HEL,Offline-Direct,12600
30-11-2022,SUNR6,POL3309HEL,Offline-Agent,14040
30-11-2022,SUNDR,POL3309HEL,Offline-Direct,12000
30-11-2022,SUNXZ2,POL3309HEL,Offline-Agent,12600
30-11-2022,SUNIG3N,POL3309HEL,Offline-Direct,15960
30-11-2022,SUNGLQ,POL3309HEL,Offline-Agent,14160
01-12-2022,SUNK0NO,POL3309HEL,Offline-Agent,14566
01-12-2022,SUNSRO,POL3309HEL,Offline-Agent,14198
01-12-2022,SUNWF20,POL3309HEL,Offline-Direct,12974
01-12-2022,SUNY02,POL3309HEL,Offline-Direct,12240
01-12-2022,SUN93VH,POL3309HEL,Offline-Agent,13586
01-12-2022,SUN7ECU,POL3309HEL,Offline-Agent,13342
01-12-2022,SUN0Q6W,POL3309HEL,Online-App,15300
01-12-2022,SUNSS3,POL3309HEL,Offline-Agent,12852
01-12-2022,SUNHWR,POL3309HEL,Online-Website,13831
01-12-2022,SUNSCS,POL3309HEL,Offline-Direct,12852
01-12-2022,SUNQM71,POL3309HEL,Offline-Agent,15667
01-12-2022,SUNHUD,POL3309HEL,Offline-Agent,14566
01-12-2022,SUNR1DJ,POL3309HEL,Offline-Direct,13586
02-12-2022,SUNUWS,POL3309HEL,Offline-Direct,16157
02-12-2022,SUNPQVB,POL3309HEL,Online-App,12240
02-12-2022,SUNEZD,POL3309HEL,Offline-Agent,14321
02-12-2022,SUN8YO,POL3309HEL,Offline-Agent,12852
02-12-2022,SUNWO,POL3309HEL,Online-App,12852
02-12-2022,SUNINI,POL3309HEL,Offline-Direct,13709
02-12-2022,SUNT7G,POL3309HEL,Offline-Agent,13586
02-12-2022,SUNVGFX,POL3309HEL,Offline-Agent,13342
02-12-2022,SUNBC,POL3309HEL,Offline-Direct,13464
02-12-2022,SUNSUW,POL3309HEL,Online-Website,14810
02-12-2022,SUNDOI7,POL3309HEL,Offline-Agent,12852
02-12-2022,SUN4A,POL3309HEL,Offline-Direct,12852
02-12-2022,SUN34Q,POL3309HEL,Offline-Agent,12240
03-12-2022,SUNDS2V,POL3309HEL,Offline-Direct,14321
03-12-2022,SUNO96B,POL3309HEL,Offline-Agent,13954
03-12-2022,SUN7QW9,POL3309HEL,Offline-Agent,16891
03-12-2022,SUN3LNM,POL3309HEL,Offline-Agent,15912
03-12-2022,SUNOIHU,POL3309HEL,Offline-Agent,12852
03-12-2022,SUNESJ,POL3309HEL,Offline-Direct,15422
03-12-2022,SUNVVOD,POL3309HEL,Offline-Agent,15912
03-12-2022,SUNEWO,POL3309HEL,Online-Website,12974
03-12-2022,SUN5D8U,POL3309HEL,Offline-Agent,12240
03-12-2022,SUNZK8,POL3309HEL,Offline-Agent,14566
03-12-2022,SUNWNTA,POL3309HEL,Offline-Direct,12240
03-12-2022,SUN2C7,POL3309HEL,Offline-Agent,12852
03-12-2022,SUNHOQN,POL3309HEL,Offline-Direct,14321
03-12-2022,SUNH5U0,POL3309HEL,Offline-Agent,14566
03-12-2022,SUNU6Q,POL3309HEL,Offline-Agent,12730
03-12-2022,SUNTJG2,POL3309HEL,Offline-Direct,17626
03-12-2022,SUN1O1,POL3309HEL,Offline-Agent,14566
03-12-2022,SUNCT4,POL3309HEL,Offline-Agent,12852
03-12-2022,SUNOD,POL3309HEL,Offline-Direct,12852
03-12-2022,SUNS4OY,POL3309HEL,Offline-Agent,12240
03-12-2022,SUNO9A,POL3309HEL,Offline-Agent,12852
03-12-2022,SUN1LR,POL3309HEL,Online-App,13342
04-12-2022,SUN4L0A,POL3309HEL,Offline-Agent,16402
04-12-2022,SUNVMBC,POL3309HEL,Offline-Direct,14443
04-12-2022,SUNZ7,POL3309HEL,Offline-Agent,17626
04-12-2022,SUN6Y,POL3309HEL,Online-Website,15790
04-12-2022,SUN6JT,POL3309HEL,Offline-Agent,13342
04-12-2022,SUN5MH3,POL3309HEL,Offline-Agent,14566
04-12-2022,SUNAE2W,POL3309HEL,Offline-Agent,12974
04-12-2022,SUNTD2W,POL3309HEL,Online-Website,12730
04-12-2022,SUNWZPC,POL3309HEL,Offline-Agent,12240
04-12-2022,SUNZBM,POL3309HEL,Offline-Agent,14198
04-12-2022,SUN3T2,POL3309HEL,Offline-Agent,13464
04-12-2022,SUNKYC,POL3309HEL,Online-App,14810
04-12-2022,SUN0Z7,POL3309HEL,Offline-Agent,13464
04-12-2022,SUNHKPK,POL3309HEL,Online-App,13342
04-12-2022,SUNT11I,POL3309HEL,Offline-Agent,13342
04-12-2022,SUNEV,POL3309HEL,Offline-Agent,17381
04-12-2022,SUNVQN,POL3309HEL,Offline-Agent,14198
04-12-2022,SUNC83U,POL3309HEL,Offline-Agent,12730
04-12-2022,SUNWYK,POL3309HEL,Offline-Direct,14076
04-12-2022,SUNVRU4,POL3309HEL,Offline-Agent,13342
04-12-2022,SUNDBY,POL3309HEL,Offline-Agent,16279
04-12-2022,SUNJGY6,POL3309HEL,Offline-Agent,14443
04-12-2022,SUN21O,POL3309HEL,Offline-Agent,13954
04-12-2022,SUNKCQS,POL3309HEL,Offline-Agent,17381
04-12-2022,SUNGA2,POL3309HEL,Offline-Agent,13586
04-12-2022,SUNP10,POL3309HEL,Offline-Agent,13831
04-12-2022,SUNXUWP,POL3309HEL,Offline-Agent,12852
04-12-2022,SUN1V9,POL3309HEL,Offline-Agent,13954
04-12-2022,SUN6EC,POL3309HEL,Offline-Agent,12730
04-12-2022,SUNEJ0Y,POL3309HEL,Online-Website,13709
04-12-2022,SUNV4HU,POL3309HEL,Offline-Agent,16157
04-12-2022,SUN9C5W,POL3309HEL,Online-Website,15912
05-12-2022,SUNHDD5,POL3309HEL,Offline-Direct,14688
05-12-2022,SUNHC2M,POL3309HEL,Online-App,14076
05-12-2022,SUNFV4F,POL3309HEL,Offline-Agent,12730
05-12-2022,SUN8OQ,POL3309HEL,Offline-Direct,13831
05-12-2022,SUNC23,POL3309HEL,Online-App,17381
05-12-2022,SUN71P,POL3309HEL,Offline-Agent,12852
05-12-2022,SUNM53F,POL3309HEL,Online-App,13464
05-12-2022,SUNQXK,POL3309HEL,Offline-Agent,16279
06-12-2022,SUNZ0NP,POL3309HEL,Offline-Agent,13342
06-12-2022,SUN91N,POL3309HEL,Online-Website,14076
06-12-2022,SUNMWLZ,POL3309HEL,Offline-Agent,13586
06-12-2022,SUNK6J,POL3309HEL,Offline-Direct,13954
06-12-2022,SUNC3Y,POL3309HEL,Offline-Agent,12852
06-12-2022,SUNG8W,POL3309HEL,Offline-Direct,14198
06-12-2022,SUNHP,POL3309HEL,Offline-Direct,12730
06-12-2022,SUN309,POL3309HEL,Offline-Direct,12240
06-12-2022,SUN19U,POL3309HEL,Offline-Agent,15300
06-12-2022,SUNAD9A,POL3309HEL,Offline-Direct,12852
06-12-2022,SUNJF3J,POL3309HEL,Offline-Agent,13709
06-12-2022,SUNQED,POL3309HEL,Offline-Agent,15912
06-12-2022,SUNO95U,POL3309HEL,Online-App,16891
07-12-2022,SUN243X,POL3309HEL,Offline-Direct,12852
07-12-2022,SUNEID,POL3309HEL,Offline-Direct,18482
07-12-2022,SUN59N,POL3309HEL,Offline-Agent,14810
07-12-2022,SUNE81,POL3309HEL,Offline-Agent,12974
07-12-2022,SUNPONI,POL3309HEL,Offline-Agent,15300
07-12-2022,SUNGO4N,POL3309HEL,Offline-Agent,14810
07-12-2022,SUN8CG,POL3309HEL,Offline-Agent,15055
07-12-2022,SUN3KJ,POL3309HEL,Offline-Agent,16034
07-12-2022,SUNI95,POL3309HEL,Offline-Direct,12974
07-12-2022,SUNRHD,POL3309HEL,Offline-Agent,12852
07-12-2022,SUNXQWZ,POL3309HEL,Offline-Agent,13342
07-12-2022,SUNOD0,POL3309HEL,Offline-Agent,13586
07-12-2022,SUNL4W,POL3309HEL,Offline-Direct,16524
07-12-2022,SUN4703,POL3309HEL,Offline-Direct,16157
08-12-2022,SUNVKL,POL3309HEL,Online-App,12730
08-12-2022,SUNFTI,POL3309HEL,Offline-Agent,15912
08-12-2022,SUNU7BI,POL3309HEL,Offline-Direct,16402
08-12-2022,SUNMLF,POL3309HEL,Online-App,14933
08-12-2022,SUNQ6V,POL3309HEL,Offline-Agent,13709
08-12-2022,SUN0BI,POL3309HEL,Offline-Agent,13586
08-12-2022,SUNF5M6,POL3309HEL,Offline-Agent,12730
08-12-2022,SUN5PST,POL3309HEL,Offline-Agent,12730
08-12-2022,SUNLZ98,POL3309HEL,Online-Website,15055
08-12-2022,SUN7OMD,POL3309HEL,Offline-Direct,15545
08-12-2022,SUN8J,POL3309HEL,Offline-Agent,16279
08-12-2022,SUNUH25,POL3309HEL,Online-App,15422
